timestamp,pos_x,pos_y,pos_z,qx,qy,qz,qw,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z
1723528216.397864819,0.019847354,-0.002928305,0.000655565,0.000205863,0.000730566,0.000763009,0.999999421,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528216.523962021,0.026883922,-0.009521543,-0.001060510,0.000227314,0.000686178,0.001349783,0.999998828,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528216.604527235,0.032402295,-0.009760396,-0.002458359,0.000302880,0.000737405,0.001647468,0.999998325,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528216.705355883,0.035040648,-0.006024970,-0.003599485,0.000290085,0.000721121,0.001305077,0.999998846,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528216.826292038,0.040522584,-0.010657387,-0.000431741,0.000215102,0.000729887,0.002440531,0.999996732,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528216.926953793,0.051402116,-0.007674784,-0.000273135,0.000225076,0.000688475,0.002421162,0.999996807,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528217.027936220,0.052627903,-0.010463783,-0.000651373,0.000178900,0.000643670,0.002387706,0.999996926,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528217.108868599,0.053896749,-0.006821638,-0.001816488,0.000206490,0.000650331,0.002601615,0.999996383,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528217.195166349,0.054560059,-0.009637556,-0.002031569,0.000221191,0.000657568,0.002950948,0.999995405,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528217.304766178,0.059910299,-0.011977931,-0.004270808,0.000283847,0.000690964,0.003380106,0.999994008,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528217.446366072,0.063613656,-0.009866451,-0.004569043,0.000283078,0.000708442,0.003876683,0.999992195,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528217.517547131,0.065823038,-0.012476592,-0.002178024,0.000231740,0.000641031,0.004254968,0.999990715,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528217.605216265,0.070042100,-0.014257123,-0.004281654,0.000287465,0.000647617,0.004133358,0.999991207,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528217.740566492,0.075076119,-0.019625139,-0.004272587,0.000276182,0.000690580,0.004703261,0.999988663,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528217.865025043,0.082219539,-0.020180736,-0.005174983,0.000250982,0.000683872,0.005528524,0.999984452,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1723528217.950978518,0.087683451,-0.015429213,-0.006917379,0.000295249,0.000667120,0.005623088,0.999983924,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
